customer_id,first_name,last_name,gender,date_of_birth,skill_level,home_city,signup_date
122,Nina,Koch,M,1980-03-07,Intermediate,Potsdam,2021-12-10
123,Jonas,Chen,M,1974-01-26,Intermediate,Berlin,2022-11-28
124,Tom,Fischer,F,1980-04-07,Intermediate,Potsdam,2022-03-13
125,Alex,Koch,F,1970-02-26,Beginner,Potsdam,2021-01-08
126,Emily,Fischer,M,1981-07-06,Intermediate,Potsdam,2022-07-28
127,Emily,Lopez,M,1997-02-04,Intermediate,Berlin,2023-10-07
128,Marco,Weber,M,1984-03-01,Beginner,Berlin,2023-06-09
129,Tom,Weber,F,1965-09-20,Beginner,Berlin,2023-06-23
130,Tom,Becker,M,1981-11-10,Advanced,Potsdam,2023-05-21
131,Emily,Weber,F,1966-02-02,Advanced,Berlin,2021-12-21
132,Tom,Klein,F,2003-08-26,Advanced,Potsdam,2023-04-18
133,Jonas,Schmidt,F,1970-02-06,Intermediate,Berlin,2021-06-06
134,Lena,Meyer,M,1993-04-23,Beginner,Berlin,2022-12-22
135,Sarah,Becker,F,2003-11-30,Beginner,Berlin,2022-12-04
136,Nina,Meyer,F,1998-01-16,Beginner,Berlin,2021-01-28
137,Chris,Fischer,F,1992-12-21,Beginner,Berlin,2023-05-13
138,Marco,Meyer,M,1998-07-31,Beginner,Berlin,2023-09-17
139,Lena,Meyer,Other,2004-04-10,Beginner,Leipzig,2021-10-20
140,Emily,Becker,M,1989-11-08,Beginner,Berlin,2023-06-09
141,Nina,Lopez,M,1987-05-15,Advanced,Berlin,2021-04-01
142,Tom,Rossi,M,1990-02-17,Beginner,Berlin,2022-10-19
143,Chris,Weber,F,1986-04-23,Advanced,Potsdam,2022-06-16
144,Tom,Weber,M,1990-05-28,Intermediate,Potsdam,2022-08-21
145,Alex,Klein,M,1982-12-30,Beginner,Berlin,2023-10-12
146,Alex,Becker,M,1973-09-27,Beginner,Potsdam,2023-08-13
147,Chris,Klein,M,1969-10-23,Beginner,Potsdam,2023-05-10
148,Chris,Schmidt,F,1967-09-26,Beginner,Berlin,2021-10-27
149,Emily,Schmidt,F,1975-07-15,Intermediate,Berlin,2023-09-26
150,Chris,Klein,M,1966-11-05,Beginner,Berlin,2021-04-17
151,Jonas,Becker,M,1987-09-09,Beginner,Berlin,2023-07-24
152,Tom,Klein,F,1976-05-09,Beginner,Potsdam,2021-12-26
153,Lena,Weber,M,1997-12-25,Advanced,Berlin,2021-02-28
154,Anna,Koch,M,1967-12-21,Intermediate,Leipzig,2023-01-03
155,Chris,Chen,Other,1974-01-20,Intermediate,Berlin,2021-09-11
156,Marco,Meyer,F,1994-03-18,Beginner,Berlin,2021-09-24
157,Alex,Chen,M,1988-12-14,Intermediate,Berlin,2021-12-02
158,Jonas,Becker,F,1967-08-01,Intermediate,Berlin,2021-03-11
159,Nina,Chen,M,2000-02-03,Intermediate,Potsdam,2021-07-13
160,Anna,Schmidt,F,2000-02-03,Advanced,Potsdam,2021-01-06
161,Lena,Fischer,M,1978-03-21,Beginner,Berlin,2022-05-03
162,Anna,Meyer,M,1978-08-14,Advanced,Berlin,2021-04-03
163,Chris,Rossi,M,2004-07-24,Advanced,Berlin,2023-01-18
164,Emily,Becker,F,1990-01-18,Beginner,Berlin,2021-09-16
165,Alex,Meyer,F,1986-04-03,Intermediate,Berlin,2023-10-31
166,Alex,Chen,M,1998-07-12,Advanced,Berlin,2023-08-13
167,Nina,Schmidt,M,1976-05-31,Beginner,Berlin,2021-11-13
168,Emily,Lopez,F,1982-03-03,Intermediate,Leipzig,2023-05-08
169,Tom,Koch,M,1975-09-18,Advanced,Berlin,2023-05-30
170,Sarah,Rossi,M,1996-07-26,Intermediate,Berlin,2023-12-17
171,Jonas,Koch,Other,1987-12-08,Beginner,Berlin,2022-10-17
172,Alex,Meyer,M,1991-05-10,Intermediate,Berlin,2021-03-31
173,Marco,Schmidt,F,1975-02-04,Beginner,Berlin,2022-12-10
174,Alex,Schmidt,Other,1973-10-23,Intermediate,Leipzig,2022-11-16
175,Anna,Chen,M,1984-07-15,Beginner,Potsdam,2022-11-30
176,Alex,Weber,M,1994-07-03,Intermediate,Berlin,2021-12-03
177,Alex,Chen,M,1986-01-04,Intermediate,Berlin,2023-07-31
178,Sarah,Weber,F,1966-04-22,Intermediate,Berlin,2023-11-17
179,Sarah,Weber,F,1999-09-29,Intermediate,Potsdam,2021-08-27
180,Lena,Rossi,F,1967-08-04,Intermediate,Berlin,2021-04-07
181,Tom,Chen,M,2003-03-27,Intermediate,Berlin,2021-08-02
182,Marco,Lopez,F,1966-01-03,Beginner,Berlin,2023-06-18
183,Alex,Klein,F,1992-10-11,Intermediate,Berlin,2023-01-11
184,Alex,Klein,F,1968-04-16,Beginner,Berlin,2022-11-28
185,Jonas,Chen,F,2001-06-05,Advanced,Leipzig,2022-03-16
186,Sarah,Chen,F,1983-07-31,Beginner,Berlin,2022-09-25
187,Marco,Koch,F,1970-07-03,Beginner,Berlin,2021-12-04
188,Nina,Rossi,F,1978-08-20,Intermediate,Berlin,2022-06-07
189,Lena,Chen,M,1971-08-06,Intermediate,Potsdam,2023-05-19
190,Tom,Koch,M,1971-10-29,Beginner,Leipzig,2023-12-11
191,Emily,Weber,F,2002-12-04,Intermediate,Berlin,2023-10-19
192,Tom,Schmidt,M,1982-10-24,Intermediate,Potsdam,2023-10-20
193,Anna,Schmidt,F,1996-07-21,Intermediate,Berlin,2022-03-17
194,Alex,Weber,Other,1990-08-02,Beginner,Berlin,2022-05-29
195,Lena,Becker,F,1992-01-22,Intermediate,Berlin,2023-02-12
196,Anna,Koch,M,1970-04-09,Intermediate,Berlin,2023-10-07
197,Marco,Koch,M,1974-05-15,Intermediate,Berlin,2021-06-05
198,Emily,Weber,M,1996-06-21,Intermediate,Berlin,2021-11-30
199,Sarah,Lopez,F,2003-10-31,Intermediate,Berlin,2021-06-02
200,Lena,Fischer,F,1975-07-05,Beginner,Leipzig,2022-11-02
201,Lena,Meyer,F,1975-11-12,Beginner,Berlin,2021-12-02
202,Alex,Weber,M,1983-12-02,Beginner,Berlin,2021-12-24
203,Chris,Chen,F,2004-05-09,Beginner,Berlin,2021-03-19
204,Lena,Chen,F,1975-10-05,Beginner,Potsdam,2022-01-19
205,Jonas,Rossi,M,1981-04-12,Intermediate,Berlin,2023-08-03
206,Emily,Weber,F,2000-08-29,Beginner,Berlin,2021-09-13
207,Emily,Rossi,M,1965-02-12,Advanced,Leipzig,2023-02-01
208,Jonas,Weber,M,1966-08-04,Beginner,Berlin,2022-11-21
209,Nina,Koch,F,1989-03-01,Intermediate,Berlin,2023-08-04
210,Jonas,Meyer,M,2001-04-18,Intermediate,Potsdam,2021-05-25
211,Jonas,Koch,F,1974-07-22,Beginner,Berlin,2023-12-07
212,Emily,Fischer,F,1983-10-15,Beginner,Berlin,2022-09-30
213,Tom,Schmidt,F,1983-01-08,Intermediate,Berlin,2023-12-27
214,Emily,Klein,M,1983-12-03,Beginner,Berlin,2023-09-26
215,Chris,Weber,F,1989-11-26,Advanced,Berlin,2021-08-31
216,Alex,Fischer,F,1983-10-16,Intermediate,Berlin,2021-03-03
217,Anna,Schmidt,F,1982-11-25,Advanced,Berlin,2021-10-07
218,Tom,Becker,M,1983-12-22,Beginner,Berlin,2022-08-01
219,Sarah,Meyer,M,1988-08-20,Intermediate,Potsdam,2021-07-07
220,Anna,Rossi,F,1986-06-25,Intermediate,Berlin,2021-07-03
221,Alex,Rossi,M,1999-03-02,Intermediate,Berlin,2022-05-22
222,Chris,Koch,F,1966-12-25,Beginner,Potsdam,2021-02-06
223,Chris,Chen,F,1998-05-02,Intermediate,Berlin,2021-05-14
224,Sarah,Schmidt,F,1998-10-04,Intermediate,Berlin,2022-04-01
225,Tom,Becker,F,1976-05-25,Intermediate,Leipzig,2021-03-11
226,Nina,Fischer,F,1983-07-08,Beginner,Berlin,2022-03-11
227,Jonas,Meyer,F,1982-07-18,Advanced,Berlin,2022-06-04
228,Tom,Schmidt,F,1973-09-28,Beginner,Potsdam,2022-05-10
229,Nina,Becker,F,1980-11-15,Intermediate,Berlin,2023-08-10
230,Chris,Klein,M,1966-10-11,Advanced,Berlin,2022-08-04
231,Emily,Weber,M,1976-02-11,Intermediate,Berlin,2022-05-28
232,Alex,Rossi,F,1997-09-01,Intermediate,Berlin,2022-03-26
233,Sarah,Fischer,M,1976-05-20,Beginner,Berlin,2023-06-15
234,Alex,Rossi,M,1997-09-23,Advanced,Leipzig,2023-09-08
235,Marco,Fischer,M,1986-04-07,Beginner,Berlin,2023-07-24
236,Marco,Koch,F,2000-03-12,Intermediate,Potsdam,2023-01-08
237,Tom,Chen,F,1987-12-29,Intermediate,Berlin,2021-05-31
238,Chris,Fischer,F,1966-03-10,Intermediate,Potsdam,2021-10-31
239,Chris,Rossi,F,1992-01-07,Beginner,Potsdam,2021-02-20
240,Jonas,Koch,F,1966-10-18,Intermediate,Berlin,2023-10-17
241,Jonas,Fischer,M,1983-01-10,Intermediate,Berlin,2022-12-25
242,Jonas,Klein,F,2002-03-06,Beginner,Berlin,2023-03-29
243,Emily,Chen,M,1971-08-11,Advanced,Berlin,2021-12-08
244,Anna,Fischer,F,1980-08-06,Beginner,Potsdam,2023-07-15
245,Lena,Koch,F,1994-03-13,Beginner,Potsdam,2021-10-12
246,Anna,Schmidt,M,2000-04-16,Beginner,Berlin,2021-01-02
247,Alex,Lopez,M,1991-11-03,Beginner,Berlin,2022-02-17
248,Anna,Becker,M,1975-04-30,Advanced,Berlin,2022-09-17
249,Emily,Lopez,M,1991-12-27,Beginner,Berlin,2022-06-09
250,Alex,Lopez,M,1976-11-14,Beginner,Berlin,2023-08-02
251,Anna,Meyer,F,1993-09-27,Beginner,Potsdam,2021-04-26
252,Emily,Klein,F,2003-03-01,Intermediate,Leipzig,2022-08-30
253,Lena,Schmidt,F,1993-11-09,Intermediate,Berlin,2022-07-16
254,Anna,Weber,F,1999-07-08,Beginner,Berlin,2021-11-05
255,Emily,Fischer,F,1965-01-31,Beginner,Berlin,2023-06-20
256,Jonas,Becker,F,1993-09-14,Advanced,Berlin,2023-04-05
257,Chris,Chen,M,1998-03-09,Beginner,Berlin,2023-03-14
258,Jonas,Schmidt,F,1966-08-16,Intermediate,Berlin,2023-08-18
259,Chris,Rossi,M,1999-11-13,Beginner,Potsdam,2023-03-03
260,Sarah,Weber,Other,1975-04-09,Intermediate,Berlin,2021-09-11
261,Sarah,Meyer,F,1991-08-12,Beginner,Berlin,2023-02-12
262,Sarah,Meyer,F,1997-01-06,Intermediate,Leipzig,2021-12-03
263,Lena,Schmidt,M,1991-07-05,Beginner,Potsdam,2021-09-23
264,Jonas,Koch,F,1968-09-10,Advanced,Berlin,2021-03-21
265,Chris,Lopez,F,1988-11-08,Beginner,Berlin,2023-03-26
266,Emily,Rossi,M,1986-12-26,Intermediate,Berlin,2023-02-18
267,Alex,Meyer,M,2001-01-05,Beginner,Potsdam,2021-09-14
268,Emily,Becker,F,1981-03-03,Beginner,Potsdam,2023-04-01
269,Alex,Meyer,M,1977-11-04,Intermediate,Berlin,2023-10-03
270,Marco,Chen,F,1994-12-30,Beginner,Berlin,2021-04-29
271,Emily,Fischer,M,1981-07-05,Advanced,Potsdam,2021-09-12
272,Anna,Meyer,M,1990-11-05,Advanced,Berlin,2023-04-02
273,Anna,Chen,F,1990-11-10,Advanced,Berlin,2021-10-28
274,Tom,Schmidt,M,2000-07-10,Beginner,Berlin,2022-11-16
275,Jonas,Schmidt,F,1988-12-12,Intermediate,Berlin,2021-03-30
276,Alex,Weber,M,1985-02-01,Beginner,Berlin,2022-05-11
277,Alex,Meyer,M,1970-07-22,Advanced,Potsdam,2023-03-21
278,Jonas,Becker,F,1969-08-18,Intermediate,Leipzig,2023-01-22
279,Lena,Meyer,F,1971-03-05,Intermediate,Berlin,2023-06-12
280,Tom,Becker,F,1971-11-16,Intermediate,Berlin,2023-08-19
281,Lena,Klein,F,1990-07-08,Intermediate,Berlin,2023-04-27
282,Lena,Weber,F,1994-08-22,Beginner,Berlin,2023-01-06
283,Lena,Klein,M,1986-03-15,Intermediate,Berlin,2021-02-04
284,Jonas,Meyer,M,1998-02-28,Beginner,Leipzig,2022-08-09
285,Lena,Weber,F,2004-08-26,Intermediate,Berlin,2021-02-11
286,Anna,Klein,F,1997-10-20,Intermediate,Berlin,2023-06-04
287,Sarah,Lopez,F,1992-10-18,Intermediate,Berlin,2021-12-18
288,Marco,Meyer,M,1986-04-20,Beginner,Potsdam,2022-09-08
289,Alex,Klein,M,1982-12-15,Intermediate,Potsdam,2021-11-02
290,Alex,Lopez,F,1968-05-17,Beginner,Leipzig,2023-05-07
291,Marco,Lopez,F,1980-12-22,Intermediate,Potsdam,2023-08-29
292,Jonas,Schmidt,F,2001-05-29,Beginner,Berlin,2022-03-13
293,Emily,Meyer,F,1997-04-28,Beginner,Berlin,2023-08-03
294,Jonas,Lopez,F,1973-08-23,Beginner,Berlin,2021-10-20
295,Alex,Schmidt,M,1983-09-01,Intermediate,Berlin,2022-08-09
296,Alex,Klein,M,1997-09-02,Beginner,Berlin,2023-07-30
297,Marco,Chen,M,1967-09-12,Beginner,Berlin,2021-12-23
298,Lena,Meyer,M,1980-06-30,Advanced,Berlin,2023-11-11
299,Jonas,Weber,F,1999-01-28,Beginner,Berlin,2021-05-14
300,Chris,Becker,M,1981-02-26,Intermediate,Berlin,2021-01-21
301,Marco,Becker,F,1968-02-08,Intermediate,Potsdam,2023-09-18
302,Anna,Klein,M,1986-09-14,Advanced,Berlin,2021-03-17
303,Alex,Koch,M,1999-06-22,Intermediate,Berlin,2023-12-23
304,Marco,Koch,M,1988-08-12,Intermediate,Berlin,2023-11-08
305,Jonas,Klein,M,1974-01-19,Intermediate,Berlin,2021-05-31
306,Alex,Lopez,F,1980-05-15,Beginner,Berlin,2022-08-12
307,Emily,Meyer,M,1983-01-03,Intermediate,Berlin,2021-07-22
308,Marco,Becker,F,1988-03-04,Beginner,Berlin,2022-04-14
309,Tom,Becker,M,1995-05-18,Advanced,Berlin,2021-03-09
310,Alex,Lopez,M,1968-12-15,Beginner,Berlin,2021-09-03
311,Jonas,Becker,M,2000-08-02,Intermediate,Berlin,2022-02-02
312,Sarah,Weber,F,1965-06-29,Beginner,Berlin,2022-04-26
313,Chris,Meyer,F,1979-10-21,Intermediate,Berlin,2023-12-07
314,Nina,Fischer,M,1966-02-05,Beginner,Berlin,2023-06-04
315,Lena,Becker,M,1980-09-20,Advanced,Berlin,2023-03-19
316,Nina,Klein,F,1986-01-13,Intermediate,Berlin,2022-08-12
317,Jonas,Weber,M,1985-06-20,Beginner,Berlin,2023-07-09
318,Anna,Becker,M,1971-08-17,Intermediate,Berlin,2022-01-07
319,Anna,Weber,F,1990-10-31,Intermediate,Berlin,2023-02-16
320,Sarah,Schmidt,F,1966-10-17,Intermediate,Potsdam,2023-12-25
321,Lena,Fischer,M,1995-06-24,Beginner,Potsdam,2021-12-11
322,Tom,Rossi,F,2002-11-13,Beginner,Potsdam,2023-01-09
323,Sarah,Klein,F,1978-08-05,Beginner,Berlin,2023-07-14
324,Nina,Klein,M,1985-09-09,Beginner,Berlin,2023-09-30
325,Sarah,Meyer,F,1980-02-27,Advanced,Berlin,2023-02-26
326,Nina,Weber,F,1965-04-09,Beginner,Berlin,2021-11-07
327,Alex,Lopez,M,1980-06-08,Intermediate,Berlin,2021-12-24
328,Anna,Klein,M,1996-09-02,Beginner,Berlin,2021-01-23
329,Alex,Weber,M,1988-11-03,Intermediate,Leipzig,2023-04-14
330,Chris,Weber,F,1969-01-19,Intermediate,Berlin,2021-02-16
331,Lena,Chen,M,1998-11-20,Advanced,Potsdam,2023-08-05
332,Tom,Chen,F,1986-03-31,Beginner,Berlin,2021-05-10
333,Nina,Rossi,F,1998-09-02,Intermediate,Berlin,2021-07-08
334,Tom,Schmidt,M,1988-03-18,Beginner,Berlin,2022-06-06
335,Nina,Rossi,F,1987-05-23,Beginner,Berlin,2023-03-19
336,Jonas,Becker,M,1969-03-18,Beginner,Potsdam,2021-06-02
337,Sarah,Lopez,F,1971-09-12,Intermediate,Berlin,2022-04-27
338,Chris,Becker,F,2003-11-19,Beginner,Berlin,2022-06-13
339,Anna,Koch,M,1974-02-21,Intermediate,Potsdam,2021-08-21
340,Nina,Becker,M,2004-02-06,Beginner,Berlin,2021-05-07
341,Tom,Meyer,M,1986-04-12,Intermediate,Leipzig,2023-07-05
342,Chris,Becker,M,1970-06-07,Beginner,Berlin,2022-07-05
343,Emily,Rossi,M,1968-12-21,Intermediate,Berlin,2021-01-16
344,Emily,Klein,M,1973-05-10,Advanced,Berlin,2023-05-30
345,Alex,Klein,Other,2002-01-10,Intermediate,Berlin,2023-12-10
346,Anna,Chen,M,1981-07-26,Intermediate,Berlin,2022-10-26
347,Jonas,Lopez,M,1980-10-26,Beginner,Berlin,2022-07-06
348,Tom,Lopez,F,1977-07-12,Intermediate,Potsdam,2023-08-20
349,Sarah,Meyer,M,1970-11-19,Beginner,Potsdam,2023-11-10
350,Sarah,Rossi,Other,1984-07-07,Beginner,Berlin,2023-04-07
351,Tom,Chen,F,1970-03-15,Intermediate,Berlin,2022-05-03
352,Lena,Koch,F,1998-06-03,Advanced,Berlin,2022-10-11
353,Jonas,Lopez,M,1979-10-26,Beginner,Berlin,2023-02-07
354,Chris,Klein,M,1979-12-29,Intermediate,Berlin,2021-08-01
355,Nina,Becker,M,1983-12-18,Intermediate,Berlin,2022-05-05
356,Lena,Becker,F,1982-10-07,Beginner,Berlin,2023-06-28
357,Nina,Chen,M,2004-10-17,Beginner,Berlin,2022-12-18
358,Nina,Rossi,M,1986-10-26,Beginner,Leipzig,2022-03-27
359,Lena,Rossi,Other,1968-07-12,Beginner,Berlin,2022-12-28
360,Alex,Schmidt,M,1989-04-11,Beginner,Berlin,2021-05-10
361,Emily,Fischer,M,1971-01-24,Beginner,Berlin,2022-03-16
362,Nina,Lopez,M,1966-03-28,Beginner,Berlin,2023-05-19
363,Lena,Rossi,Other,2003-10-31,Intermediate,Berlin,2021-08-30
364,Lena,Klein,M,1995-12-11,Intermediate,Berlin,2021-07-23
365,Marco,Chen,F,2004-03-16,Advanced,Potsdam,2023-11-08
366,Alex,Koch,F,1984-02-12,Beginner,Berlin,2021-08-18
367,Anna,Schmidt,M,1986-04-17,Intermediate,Berlin,2021-10-13
368,Marco,Weber,F,1971-09-26,Advanced,Leipzig,2023-11-28
369,Marco,Meyer,M,1974-11-17,Intermediate,Potsdam,2023-03-16
370,Tom,Koch,M,1998-07-18,Beginner,Berlin,2023-02-06
371,Emily,Weber,F,1979-04-01,Intermediate,Berlin,2023-07-23
